"activity" "description" "subject"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
4 "sitting" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "22"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "23"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "25"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
5 "standing" "26"
